0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0
0,0.3,0,0,0.1
1,4.5,4,4,1.1
1,4.5,4,4,4
1,4.112,4,4,4
1,4.112,4,4,4
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
0,2.1,0,0,0.1
0,0.15,0,0,0.1
0,0.15,0,0,0.1
0,0.15,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
0,0.3,0,0,0.1
1,0.3,0,0,1.1
1,4.5,4,4,1.1
1,4.5,4,4,1.1
1,4.112,4,4,1.1
2,2.14,2,2,2.1
2,2.14,2,2,2
2,2.1,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.14,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
0,2.14,2,2,0.1
2,2.8,2,2,2.1
2,2.14,2,2,2.1
2,2.14,2,2,2.1
2,2.14,2,2,2.1
2,2.14,2,2,2.1
2,2.8,2,2,2.1
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.14,2,2,2
2,2.1,2,2,2
3,3.9,3,2,2
2,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
3,3.9,3,3,3
3,3.9,3,3,3
3,2.1,2,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,2.1,2,2,2
3,3.9,3,2,2
2,2.1,2,2,2
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,2.1,2,3,3
3,3.9,3,3,3
2,3.9,3,3,3
3,2.1,2,3,3
3,2.1,2,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
3,3.9,3,3,3
2,2.1,2,3,3
3,3.9,3,3,3
3,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
3,3.9,3,3,3
3,3.9,3,3,3
2,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
3,2.1,2,2,2
3,2.1,2,2,2
2,2.1,2,2,2
2,2.1,2,2,2
1,2.14,2,2,2
2,2.14,2,2,2
2,4.112,4,4,2.1
2,0.15,0,0,2.1
0,1.6,1,1,0.1
1,0.3,0,0,1.1
1,2.8,2,2,1.1
1,2.14,2,2,1.1
1,2.14,2,2,1.1
2,2.14,2,2,2.1
