0.38165,0.33956,0.78634,0.53488,0.33492,1.022,0.32922,1.0252,0.52736,0.58706,0.26716,0.99816,0.83728,1.0542,1.1971,0.030728,0.67023,0.75895,0.65134,0.49859,0.67499,0.99763,0.5164,1.3997,1.6721,0.56782,0.64394,0.42654,0.528,0.91791,0.41361,0.32718,0.86674,0.21347,1.1263,0.44974,0.62036,0.3146,1.4639,0.65219,0.46699,0.74375,0.64058,0.43456,0.47753,1.0845,4.0157,0.72724,0.87031,0,0,1.0688
0.069398,0.45977,1.2956,0.7817,0.39722,0.74507,0.10635,1.4453,0.75958,0.58069,-0.038718,0.79316,1.2309,1.0595,0.84818,-0.013917,0.45267,0.89555,0.27139,0.41581,0.39423,0.72421,1.0328,1.366,0.83607,0.34515,0.64394,0.25736,0.90277,1.3657,0.41546,0.31664,0.60688,0.060764,1.1516,0.59351,0.56739,0.011838,1.2151,0.96358,0.57414,0.88416,0.29565,0.27587,1.4326,1.2565,2.0079,0.5101,1.1604,0,0,0.32067
0.043955,0.28176,1.4403,0.72093,0.5006,0.70243,0.16729,2.0662,0.8171,0.60911,0.11323,0.79641,1.0912,1.0868,0.85572,0.054545,0.30774,0.95409,0.54278,0.43619,0.40372,0.75994,0.82625,0.89413,0.83607,0.70928,1.2879,0.16925,0.72364,1.6401,0.53023,0.34953,0.4972,0.061942,1.7802,0.64077,0.60586,-0.032837,1.024,1.1077,0.79414,0.74375,0.44348,0.30912,1.0744,0.80947,3.0118,0.66983,0.2901,0,0.6375,0.45847
0.22496,0.22787,1.231,0.64164,0.3562,0.74779,0.30834,1.9199,0.69462,0.58282,0.22861,0.86825,0.98873,0.93983,0.65062,0.047984,0.39844,0.93457,0.27139,0.20969,0.31005,0.54576,0.92953,1.3997,0,0.41006,1.0732,0.084799,0.86311,1.5672,0.60591,0.47934,0.56738,0.010707,1.4447,0.75136,0.65666,0.17823,1.2209,0.84068,0.52431,0.95437,0.24638,0.225,1.1938,1.2909,0.33465,0.55522,1.4505,0,0,0.17868
0.30615,0.15293,1.0615,0.63652,0.34256,0.85296,0.418,1.8849,0.60824,0.59883,0.29909,0.96103,0.87767,0.95092,0.82922,0.11258,0.41712,0.89555,0.21711,0.41686,0.42957,0.59681,1.3426,1.1301,0.55738,0.45183,0.64394,0.14551,0.64541,1.4769,0.60003,0.48374,0.58914,0.068232,1.7172,0.70224,0.67756,0.27745,1.1965,0.78845,0.71545,0.84906,0.34493,0.2193,1.1938,0.84385,2.0079,0.69133,0.5802,0,0,0.45577
0.08492,0.40023,1.6773,0.5885,0.30816,0.35993,0.13724,2.0543,0.62171,0.49529,0.62172,0.59974,0.27939,0.37643,0.4311,0.41076,0.50996,0.89555,0.21711,0.10674,0.25012,0.31799,1.2394,0.32117,0,0.77851,0.42929,0.072155,0.71094,1.723,0.61141,0.48206,0.16466,0.028794,1.915,0.74105,0.6696,0.47652,0.62663,0.41568,0.40078,0.91926,0.049275,-0.02461,1.1938,0.56877,0,0.75815,1.1604,0,0.85,0.21191
0.1405,0.3084,1.4745,0.58529,0.3736,0.40038,0.2102,2.0369,0.6783,0.57494,0.63452,0.65407,0.31961,0.51603,0.48932,0.46592,0.51763,0.89555,0.21711,0.20086,0.2961,0.34976,0.92953,0.38858,0.55738,0.74156,0.64394,0.10779,0.67382,1.5837,0.58594,0.51814,0.19698,0.048419,1.8054,0.72444,0.72261,0.4128,0.69749,0.5067,0.51141,0.88416,0.29565,0.052532,0.59691,0.80947,1.0039,0.69805,0.5802,0,0.2125,0.30508
-0.073867,0.62801,1.4653,0.76348,0.50106,0.15635,-0.0095001,1.3339,0.85778,0.59824,0.81592,0.6395,0.14298,0.32957,0.45682,0.69524,0.75192,1.0321,0.054278,0,0.3273,0.29474,0.61968,0.051546,0,0.8955,0.21465,0.12148,0.83854,1.1626,0.54726,0.70828,0.10503,0.026311,0.99587,0.75483,0.85655,0.43618,0.45376,0.53419,0.64023,0.74375,0,-0.02461,0.23876,0.46561,0,0.60187,0.2901,0,0.2125,0.28847
0.095186,0.59724,1.07,0.67841,0.48595,0.13259,0.073445,0.95922,0.7534,0.64172,0.83125,0.55393,0.14451,0.36478,0.43992,0.82156,0.65338,0.87603,0,0,0.3546,0.3213,0.41312,0.11895,0.27869,0.77102,0.64394,0.14276,0.66487,0.89208,0.64994,0.80198,0.086724,0.063315,0.87834,0.78468,0.93673,0.72888,0.54864,0.22786,0.42768,0.93682,0.098551,-0.02461,0.23876,0.29369,0.66929,0.85798,0.87031,0,0.6375,0.35437
0.15296,0.70665,0.63431,0.77583,0.50611,0.068017,0.067228,0.38512,0.7292,0.69689,0.93464,0.54048,0.033548,0.27795,0.48145,1.0165,0.47536,0.87603,0.16284,0,0.39056,0.36421,0.20656,0.18636,0.27869,0.95009,0.42929,0.099595,0.54463,0.48374,0.94056,0.94053,0.11138,0.071165,0.4433,0.88508,1.0151,0.81334,0.48219,0.15,0.41104,0.91926,0,-0.02461,0,0.32807,0,1.0978,0,0,0.6375,0.44976
0.018756,0.53835,0.87843,0.94794,0.58747,0.081503,0.055974,0.82871,0.86098,0.69734,0.88877,0.58455,0.05755,0.3054,0.63552,1.0945,0.24026,0.99311,0,0,0.53383,0.48197,0.41312,0.051546,0,0.8965,0,0.058525,0.40286,0.41886,1.0627,1.0366,0.23099,0.087437,0.51441,0.98106,1.0271,0.52434,0.42775,0.44485,0.6558,0.98947,0,-0.02461,0.11938,0.29369,0,0.49916,0,0,0.2125,0.57437
0.14302,0.70536,0.79496,0.71996,0.46971,0.15464,0.06347,0.54624,0.74817,0.63647,0.63069,0.44746,0.33448,0.5769,0.68269,1.0099,0.22019,0.79798,0.054278,0,0.56307,0.54472,0.30984,0.35488,0,0.62158,0.21465,0.0075673,0.42971,0.53401,1.1115,1.0384,0.27706,0.056816,0.67139,1.0408,0.97958,0.62311,0.45575,0.32093,0.50836,1.0246,0.098551,-0.02461,0.23876,0.2593,0,0.66618,0,0,0.425,0.60163
0.1955,0.59267,0.60514,0.79377,0.48762,0.13721,0.11991,0.46244,0.74674,0.683,0.75689,0.481,0.20042,0.5071,0.69699,1.0292,0.092646,0.83701,0,0,0.63197,0.57596,0.30984,0.22006,0,0.59628,0.21465,0.061465,0.42732,0.42114,1.1218,0.95569,0.32715,0.082391,0.48585,0.9715,1.0007,0.73167,0.49044,0.25881,0.52037,0.98947,0.098551,0.077143,0.23876,0.15615,0,0.78694,0,0,0.6375,0.73401
0.17977,0.68136,0.51517,0.94143,0.41669,0.15077,0.085478,0.28703,0.72329,0.62275,0.8155,0.54005,0.16767,0.44228,0.8961,1.0954,-0.085492,0.93457,0.10856,0,0.94404,0.92603,0.41312,-0.01586,0,0.87287,0,-0.0016798,0.44445,0.40833,1.1483,1.0986,0.33707,0.049212,0.44286,1.0597,1.0061,0.37936,0.31062,0.61275,0.78206,1.0246,0.098551,-0.02461,0.23876,0.56877,0,0.27665,0.2901,0,0.425,0.96353
0.16788,0.73831,0.52804,0.86494,0.45829,0.13566,0.064882,0.25451,0.71809,0.6554,0.953,0.62763,-0.030961,0.16174,0.90845,1.1422,-0.047924,0.91506,0.054278,0,0.91384,0.88066,0.20656,0.11895,0.27869,1.0238,0.42929,0.085433,0.46017,0.45134,1.0823,0.8963,0.33082,0.084986,0.49358,0.91792,0.98664,0.50092,0.38313,0.40213,0.55891,1.007,0.14783,-0.02461,0.71629,0.22492,0,0.44156,0.2901,0,0,0.94923
0.17609,0.77811,0.63083,0.7274,0.45942,0.27977,0.057922,0.3221,0.73743,0.64498,0.69546,0.49814,0.23973,0.47502,0.94095,1.0623,0.0308,0.83701,0,0,0.85285,0.82745,0.10328,0.15266,0,0.72575,0,0.094496,0.49991,0.55531,0.97542,0.89507,0.37084,0.079266,0.60804,0.93484,0.94739,0.52452,0.41053,0.42427,0.54945,1.0246,0.34493,-0.02461,1.1938,0.43123,0,0.4143,0,0,0,0.92174
0.13403,0.62254,0.62868,0.91328,0.49094,0.24964,0.083113,0.4577,0.7871,0.68289,0.58625,0.48901,0.34723,0.56456,0.93693,1.1749,-0.046979,0.99311,0.10856,0,0.92288,0.91535,0.30984,0.08525,0.27869,0.76603,0.21465,0.013511,0.58844,0.51675,1.181,0.88685,0.36978,0.02712,0.44349,1.0076,0.91715,0.41987,0.4252,0.51487,0.60081,1.0246,0.24638,-0.02461,0.83567,0.19053,0,0.58958,0.5802,0,0.2125,1.0192
0.07835,0.52925,0.76283,0.99455,0.50998,0.32551,0.086877,0.70957,0.86168,0.6229,0.55955,0.50194,0.39751,0.51907,1.0048,1.0363,0.073277,1.0126,0.65134,0,0.91001,0.92538,1.1361,0.25377,0.27869,0.74323,0.85859,0.040494,0.56054,0.63308,1.0754,0.86077,0.43921,0.043319,0.64767,0.93737,0.93278,0.5278,0.49498,0.39695,0.45747,0.98947,0.49275,0.10984,1.0744,0.36246,0,0.38685,0.2901,0,0.425,1.1192
