-0.040211,0.52793,0.67944,1.1288,0.7649,0.48047,-0.042027,0.64713,1.0226,0.60134,-0.044061,0.48539,1.1313,0.78059,0.70612,0.80069,-0.025645,1.0086,0,0,0.427,0.60062,0.88,1.1111,0,0,0,-0.033137,0.83463,0.75297,1.0472,0.79444,0.40724,-0.047895,0.51848,1.0448,0.63038,0.054549,0.36894,0.9333,0.63456,1.0134,0,0,0.77258,1.0274,0,0,0,0,0,0.77212
-0.0067375,0.79424,0.50693,1.0331,0.81918,0.29394,-0.06086,0.35072,0.98281,0.66483,-0.14298,0.4065,1.2499,0.83177,0.57659,0.77296,0.02119,0.98916,0.076389,0,0.33904,0.52016,0.22,1.1111,0,0,0.28947,-0.033089,0.8464,0.67902,0.98899,0.96421,0.29197,-0.04941,0.45913,1.0751,0.7573,-0.08521,0.26682,1.1021,0.60891,1.0134,0,0,0.12876,1.0075,0,0,0,0,0,0.65376
-0.028897,0.44451,0.63356,1.0685,0.91611,0.33545,-0.017107,0.6693,1.0539,0.71255,-0.13004,0.4523,1.2083,0.86816,0.65124,0.81945,-0.067076,1.0086,0,0,0.3535,0.58655,0.55,1.1111,0,0,0.28947,-0.022862,0.37678,0.8874,1.0877,0.83716,0.40513,0.032687,0.91529,1.0708,0.74075,-0.093677,0.31295,1.0676,0.61486,1.0134,0,0,1.0301,1.0274,0,0,0,0,0,0.62376
-0.043659,0.38959,0.73295,1.1106,0.83962,0.35541,-0.018542,0.79846,1.0339,0.62489,-0.089084,0.52782,1.1117,0.81343,0.65727,0.68215,-0.0932,0.98916,0,0,0.4057,0.68351,0.66,1.1111,0,0,0,-0.074517,0.67768,0.94889,1.0558,0.82871,0.41151,-0.054578,0.75386,1.0607,0.64061,-0.11748,0.32038,1.0393,0.57238,1.0134,0,0,0.51505,1.0274,0,0,0,0,0,0.73813
-0.073536,0.65443,0.79696,1.0739,0.79262,0.45282,-0.088773,0.65386,1.0255,0.58555,-0.14815,0.53272,1.1734,0.75031,0.68735,0.73325,-0.01966,1.0086,0,0,0.43319,0.82287,0.99,1.1111,0,0,0,-0.089609,1.04,1.0522,0.91742,0.82033,0.46153,-0.10728,0.62327,1.0094,0.58755,-0.0083045,0.395,0.92693,0.53196,1.0134,0,0,0.64381,1.0075,0,0,0,0,0,0.71613
-0.066559,0.65663,0.70945,1.084,0.82292,0.34546,-0.083825,0.58414,1.0263,0.64622,0.00099599,0.40155,1.0885,0.90902,0.52551,0.83122,0.069574,1.0086,0,0,0.3262,0.51811,0.44,1.0904,0,0,0.28947,-0.035509,0.58679,0.92869,0.98169,0.91039,0.28478,-0.013672,0.79718,1.0425,0.75085,0.025169,0.26378,0.95339,0.6572,1.0134,0,0,0.38629,1.0075,0,0,0,0,0,0.55083
-0.087812,0.46532,0.96975,1.1145,0.73329,0.48625,-0.069597,0.93864,1.0231,0.53523,-0.080691,0.48923,1.1588,0.87967,0.65857,0.87662,-0.18904,0.98916,0,0,0.40848,0.70894,1.1,1.0904,0,0,0.28947,-0.059781,0.4899,0.79017,1.1521,0.86247,0.39523,-0.015777,0.74986,1.074,0.73515,-0.060342,0.2971,0.98229,0.55699,1.0134,0,0,0.90134,1.0075,0,0,0,0,0,0.76554
-0.043037,0.77538,0.81138,1.0238,0.7111,0.40873,-0.084126,0.58687,0.96722,0.60057,-0.19365,0.45981,1.219,0.741,0.62111,0.77773,-0.072694,1.0086,0,0,0.37471,0.63921,0.44,1.0904,0,0,0,-0.064383,0.70387,0.90474,1.0472,0.83632,0.39856,-0.051196,0.70387,1.0555,0.66427,-0.13725,0.25815,1.0415,0.56394,1.0134,0,0,0.51505,1.0274,0,0,0,0,0,0.67159
0.01144,0.38685,0.77527,1.0317,0.78157,0.41264,0.028948,0.83787,0.97995,0.68965,-0.034113,0.47969,1.1201,0.86579,0.71785,0.80356,0.10728,1.0086,0,0,0.4236,0.68067,0.44,1.1111,0,0,0.57895,-0.024028,0.62409,0.99394,0.93515,0.87518,0.43664,-0.011395,0.82379,1.004,0.70455,0.0048618,0.3013,0.95142,0.63093,1.0134,0,0,0.90134,1.0274,0,0,0,0,0,0.68068
0.40482,0.1689,0.34339,0.67469,0.70378,0.48439,0.45637,0.62076,0.65576,0.98686,0.38676,0.89251,0.76879,1.0002,0.98235,0.78697,0.52346,0.81442,0,0,0.87854,1.0462,0,0.84111,0,0.28468,0.28947,0.14054,0.53698,0.7411,0.80001,0.86644,0.36806,0.12326,0.67856,0.86172,0.88325,0.48732,0.61821,0.55961,0.8015,0.95511,0,0,0.25753,0.70852,0,0,0,0,0,1.1031
0.055167,0.32628,0.54467,1.012,0.90262,0.51852,0.081261,0.68219,0.94704,0.87667,0.18022,0.5085,0.80693,0.87327,0.62349,0.70755,-0.10294,0.87267,0,0,0.36759,0.59433,0.55,0.75803,0,0,0,0.010637,0.61376,0.80162,1.0115,0.80336,0.3501,0.014831,0.67897,0.99827,0.69289,0.17329,0.3724,0.75257,0.62909,1.0134,0,0,0.64381,0.76831,0,0,0,0,0,0.61767
-0.052866,0.2817,0.6665,1.0052,1.1564,0.4926,-0.0038543,0.83086,1.1146,0.89124,0.1499,0.39709,0.80965,0.82702,0.50107,0.80434,0.050076,1.0086,0,0,0.29195,0.40014,0.88,0.73725,0,0,0,-0.00282,0.69156,0.85848,0.93652,0.88738,0.26159,-0.0071399,0.67594,0.99951,0.73753,0.047479,0.24367,0.85827,0.62795,1.0134,0,0,0.38629,0.98757,0,0,0,0,0,0.50077
