2.14,2.14
2.2,2.2
0.3,0.3
2.2,2.2
2.2,2.2
2.2,2.2
2.2,2.2
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
2.14,2.14
1.6,1.6
1.6,1.6
1.6,1.6
1.6,1.6
1.6,1.6
1.6,1.6
1.6,1.6
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
2.8,2.8
0.3,0.3
0.3,0.3
2.8,2.8
2.14,2.14
2.14,2.14
1.12,1.12
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
1.12,1.12
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
1.12,1.12
1.12,1.12
2.14,2.14
1.12,1.12
1.12,1.12
0.3,0.3
0.3,0.3
0.3,0.3
2.14,2.14
2.14,2.14
4.111,4.111
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
1.12,1.12
2.14,2.14
2.1,2.1
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
1.4,1.4
0.3,0.3
0.3,0.3
0.15,0.15
0.15,0.15
0.3,0.3
2.14,2.14
1.12,1.12
0.15,0.15
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
2.14,2.14
0.3,0.3
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.3,0.3
0.15,0.15
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.15,0.15
0.15,0.15
0.3,0.3
0.3,0.3
0.3,0.3
2.14,2.14
1.4,1.4
2.14,2.14
1.6,1.6
0.3,0.3
2.14,2.14
1.7,1.7
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.2,2.2
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.15,0.15
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.15,0.15
0.3,0.3
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
1.12,1.12
1.12,1.12
2.14,2.14
2.14,2.14
1.12,1.12
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
1.13,1.13
1.12,1.12
1.12,1.12
2.14,2.14
2.2,2.2
2.14,2.14
2.14,2.14
0.15,0.15
1.6,1.6
2.14,2.14
0.3,0.3
1.4,1.4
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.3,0.3
2.14,2.14
2.14,2.14
0.3,0.3
0.3,0.3
0.3,0.3
2.14,2.14
2.14,2.14
0.3,0.3
2.2,2.2
2.14,2.14
2.14,2.14
0.3,0.3
2.14,2.14
2.2,2.2
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.3,0.3
1.12,1.12
2.14,2.14
2.2,2.2
2.14,2.14
0.3,0.3
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
1.12,1.12
1.12,1.12
1.12,1.12
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
0.3,0.3
0.15,0.15
2.14,2.14
2.2,2.2
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
0.15,0.15
2.14,2.14
0.15,0.15
0.15,0.15
4.111,4.111
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
0.15,0.15
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
